hugo_symbol	ensembl_gene_id	canonical_transcript
CHAMP1	ENSG00000198824	ENST00000361283
CHAT	ENSG00000070748	ENST00000337653
CHCHD1	ENSG00000172586	ENST00000372833
CHCHD10	ENSG00000250479	ENST00000401675
CHCHD2	ENSG00000106153	ENST00000395422
CHCHD3	ENSG00000106554	ENST00000262570
CHCHD4	ENSG00000163528	ENST00000295767
CHCHD5	ENSG00000125611	ENST00000324913
CHCHD6	ENSG00000159685	ENST00000290913
CHCHD7	ENSG00000170791	ENST00000303759
CHD1L	ENSG00000131778	ENST00000369258
CHD2	ENSG00000173575	ENST00000394196
CHD3	ENSG00000170004	ENST00000380358
CHD4	ENSG00000111642	ENST00000357008
CHD5	ENSG00000116254	ENST00000262450
CHD6	ENSG00000124177	ENST00000373233
CHD7	ENSG00000171316	ENST00000423902
CHD8	ENSG00000100888	ENST00000399982
CHD9	ENSG00000177200	ENST00000447540
CHDC2	ENSG00000165164	ENST00000297866
CHDH	ENSG00000016391	ENST00000315251
CHEK1	ENSG00000149554	ENST00000438015
CHEK2	ENSG00000183765	ENST00000382580
CHERP	ENSG00000085872	ENST00000546361
CHFR	ENSG00000072609	ENST00000432561
CHGA	ENSG00000100604	ENST00000216492
CHGB	ENSG00000089199	ENST00000378961
CHI3L1	ENSG00000133048	ENST00000255409
CHI3L2	ENSG00000064886	ENST00000445067
CHIA	ENSG00000134216	ENST00000369740
CHIC1	ENSG00000204116	ENST00000373502
CHIC2	ENSG00000109220	ENST00000263921
CHID1	ENSG00000177830	ENST00000454838
CHIT1	ENSG00000133063	ENST00000367229
CHKA	ENSG00000110721	ENST00000265689
CHKB	ENSG00000100288	ENST00000406938
CHKB-CPT1B	ENSG00000254413	ENST00000453634
CHL1	ENSG00000134121	ENST00000256509
CHM	ENSG00000188419	ENST00000357749
CHML	ENSG00000203668	ENST00000366553
CHMP1A	ENSG00000131165	ENST00000397901
CHMP1B	ENSG00000255112	ENST00000526991
CHMP2A	ENSG00000130724	ENST00000600118
CHMP2B	ENSG00000083937	ENST00000263780
CHMP3	ENSG00000115561	ENST00000439940
CHMP4A	ENSG00000254505	ENST00000347519
CHMP4B	ENSG00000101421	ENST00000217402
CHMP4C	ENSG00000164695	ENST00000297265
CHMP5	ENSG00000086065	ENST00000223500
CHMP6	ENSG00000176108	ENST00000325167
CHMP7	ENSG00000147457	ENST00000397677
CHN1	ENSG00000128656	ENST00000409900
CHN2	ENSG00000106069	ENST00000222792
CHODL	ENSG00000154645	ENST00000299295
CHORDC1	ENSG00000110172	ENST00000320585
CHP1	ENSG00000187446	ENST00000334660
CHP2	ENSG00000166869	ENST00000300113
CHPF	ENSG00000123989	ENST00000243776
CHPF2	ENSG00000033100	ENST00000035307
CHPT1	ENSG00000111666	ENST00000229266
CHRAC1	ENSG00000104472	ENST00000220913
CHRD	ENSG00000090539	ENST00000204604
CHRDL1	ENSG00000101938	ENST00000372042
CHRDL2	ENSG00000054938	ENST00000263671
CHRFAM7A	ENSG00000166664	ENST00000299847
CHRM1	ENSG00000168539	ENST00000306960
CHRM2	ENSG00000181072	ENST00000445907
CHRM3	ENSG00000133019	ENST00000255380
CHRM4	ENSG00000180720	ENST00000433765
CHRM5	ENSG00000184984	ENST00000383263
CHRNA1	ENSG00000138435	ENST00000261007
CHRNA10	ENSG00000129749	ENST00000250699
CHRNA2	ENSG00000120903	ENST00000407991
CHRNA3	ENSG00000080644	ENST00000326828
CHRNA4	ENSG00000101204	ENST00000370263
CHRNA5	ENSG00000169684	ENST00000299565
CHRNA6	ENSG00000147434	ENST00000276410
CHRNA7	ENSG00000175344	ENST00000454250
CHRNA9	ENSG00000174343	ENST00000310169
CHRNB1	ENSG00000170175	ENST00000306071
CHRNB2	ENSG00000160716	ENST00000368476
CHRNB3	ENSG00000147432	ENST00000289957
CHRNB4	ENSG00000117971	ENST00000261751
CHRND	ENSG00000135902	ENST00000258385
CHRNE	ENSG00000108556	ENST00000293780
CHRNG	ENSG00000196811	ENST00000389494
CHST1	ENSG00000175264	ENST00000308064
CHST10	ENSG00000115526	ENST00000264249
CHST11	ENSG00000171310	ENST00000303694
CHST12	ENSG00000136213	ENST00000258711
CHST13	ENSG00000180767	ENST00000319340
CHST14	ENSG00000169105	ENST00000306243
CHST15	ENSG00000182022	ENST00000435907
CHST2	ENSG00000175040	ENST00000309575
CHST3	ENSG00000122863	ENST00000373115
CHST4	ENSG00000140835	ENST00000338482
CHST5	ENSG00000135702	ENST00000336257
CHST6	ENSG00000183196	ENST00000332272
CHST7	ENSG00000147119	ENST00000276055
CHST8	ENSG00000124302	ENST00000262622
CHSY1	ENSG00000131873	ENST00000254190
CHSY3	ENSG00000198108	ENST00000305031
CHTF18	ENSG00000127586	ENST00000262315
CHTF8	ENSG00000168802	ENST00000448552
CHTOP	ENSG00000160679	ENST00000368690
CHUK	ENSG00000213341	ENST00000370397
CHURC1	ENSG00000258289	ENST00000607599
CHURC1-FNTB	ENSG00000125954	ENST00000549987
CIAO1	ENSG00000144021	ENST00000488633
CIAPIN1	ENSG00000005194	ENST00000394391
CIART	ENSG00000159208	ENST00000290363
CIB2	ENSG00000136425	ENST00000258930
CIB3	ENSG00000141977	ENST00000269878
CIB4	ENSG00000157884	ENST00000288861
CIC	ENSG00000079432	ENST00000575354
CIDEA	ENSG00000176194	ENST00000320477
CIDEB	ENSG00000136305	ENST00000336557
CIDEC	ENSG00000187288	ENST00000383817
CILP	ENSG00000138615	ENST00000261883
CILP2	ENSG00000160161	ENST00000291495
CINP	ENSG00000100865	ENST00000216756
CIPC	ENSG00000198894	ENST00000361786
CIR1	ENSG00000138433	ENST00000342016
CIRBP	ENSG00000099622	ENST00000589710
CIRH1A	ENSG00000141076	ENST00000314423
CISD1	ENSG00000122873	ENST00000333926
CISD2	ENSG00000145354	ENST00000273986
CISH	ENSG00000114737	ENST00000443053
CIT	ENSG00000122966	ENST00000392521
CITED1	ENSG00000125931	ENST00000453707
CITED2	ENSG00000164442	ENST00000537332
CITED4	ENSG00000179862	ENST00000372638
CIZ1	ENSG00000148337	ENST00000538431
CKAP2	ENSG00000136108	ENST00000378037
CKAP2L	ENSG00000169607	ENST00000302450
CKAP4	ENSG00000136026	ENST00000378026
CKAP5	ENSG00000175216	ENST00000529230
CKB	ENSG00000166165	ENST00000348956
CKLF	ENSG00000217555	ENST00000264001
CKM	ENSG00000104879	ENST00000221476
CKMT1A	ENSG00000223572	ENST00000413453
CKMT1B	ENSG00000237289	ENST00000300283
CKMT2	ENSG00000131730	ENST00000424301
CKS1B	ENSG00000173207	ENST00000308987
CKS2	ENSG00000123975	ENST00000314355
CLASP1	ENSG00000074054	ENST00000263710
CLASP2	ENSG00000163539	ENST00000480013
CLASRP	ENSG00000104859	ENST00000221455
CLC	ENSG00000105205	ENST00000221804
CLCA1	ENSG00000016490	ENST00000234701
CLCA2	ENSG00000137975	ENST00000370565
CLCA4	ENSG00000016602	ENST00000370563
CLCC1	ENSG00000121940	ENST00000356970
CLCF1	ENSG00000175505	ENST00000312438
CLCN1	ENSG00000188037	ENST00000343257
CLCN2	ENSG00000114859	ENST00000265593
CLCN3	ENSG00000109572	ENST00000347613
CLCN4	ENSG00000073464	ENST00000380833
CLCN5	ENSG00000171365	ENST00000376088
CLCN6	ENSG00000011021	ENST00000346436
CLCN7	ENSG00000103249	ENST00000382745
CLCNKA	ENSG00000186510	ENST00000331433
CLCNKB	ENSG00000184908	ENST00000375679
CLDN1	ENSG00000163347	ENST00000295522
CLDN10	ENSG00000134873	ENST00000299339
CLDN11	ENSG00000013297	ENST00000064724
CLDN12	ENSG00000157224	ENST00000287916
CLDN14	ENSG00000159261	ENST00000399137
CLDN15	ENSG00000106404	ENST00000401528
CLDN16	ENSG00000113946	ENST00000264734
CLDN17	ENSG00000156282	ENST00000286808
CLDN18	ENSG00000066405	ENST00000183605
CLDN19	ENSG00000164007	ENST00000296387
CLDN2	ENSG00000165376	ENST00000541806
CLDN20	ENSG00000171217	ENST00000367165
CLDN22	ENSG00000177300	ENST00000323319
CLDN23	ENSG00000253958	ENST00000519106
CLDN24	ENSG00000185758	ENST00000541814
CLDN25	ENSG00000228607	ENST00000453129
CLDN3	ENSG00000165215	ENST00000395145
CLDN4	ENSG00000189143	ENST00000435050
CLDN5	ENSG00000184113	ENST00000406028
CLDN6	ENSG00000184697	ENST00000396925
CLDN7	ENSG00000181885	ENST00000360325
CLDN8	ENSG00000156284	ENST00000399899
CLDN9	ENSG00000213937	ENST00000445369
CLDND1	ENSG00000080822	ENST00000394181
CLDND2	ENSG00000160318	ENST00000291715
CLEC10A	ENSG00000132514	ENST00000254868
CLEC11A	ENSG00000105472	ENST00000250340
CLEC12A	ENSG00000172322	ENST00000355690
CLEC12B	ENSG00000256660	ENST00000338896
CLEC14A	ENSG00000176435	ENST00000342213
CLEC16A	ENSG00000038532	ENST00000409790
CLEC17A	ENSG00000187912	ENST00000417570
CLEC18B	ENSG00000140839	ENST00000339953
CLEC19A	ENSG00000261210	ENST00000465414
CLEC1A	ENSG00000150048	ENST00000315330
CLEC1B	ENSG00000165682	ENST00000298527
CLEC2A	ENSG00000188393	ENST00000455827
CLEC2B	ENSG00000110852	ENST00000228438
CLEC2D	ENSG00000069493	ENST00000261340
CLEC2L	ENSG00000236279	ENST00000422142
CLEC3A	ENSG00000166509	ENST00000299642
CLEC3B	ENSG00000163815	ENST00000296130
CLEC4A	ENSG00000111729	ENST00000229332
CLEC4C	ENSG00000198178	ENST00000542353
CLEC4D	ENSG00000166527	ENST00000299665
CLEC4E	ENSG00000166523	ENST00000299663
CLEC4F	ENSG00000152672	ENST00000272367
CLEC4G	ENSG00000182566	ENST00000328853
CLEC4M	ENSG00000104938	ENST00000327325
CLEC5A	ENSG00000258227	ENST00000546910
CLEC6A	ENSG00000205846	ENST00000382073
CLEC7A	ENSG00000172243	ENST00000304084
CLEC9A	ENSG00000197992	ENST00000355819
CLGN	ENSG00000153132	ENST00000325617
CLHC1	ENSG00000162994	ENST00000401408
CLIC1	ENSG00000213719	ENST00000375780
CLIC2	ENSG00000155962	ENST00000369449
CLIC3	ENSG00000169583	ENST00000494426
CLIC4	ENSG00000169504	ENST00000374379
CLIC5	ENSG00000112782	ENST00000185206
CLIC6	ENSG00000159212	ENST00000349499
CLINT1	ENSG00000113282	ENST00000523908
CLIP2	ENSG00000106665	ENST00000223398
CLIP3	ENSG00000105270	ENST00000360535
CLIP4	ENSG00000115295	ENST00000320081
CLK1	ENSG00000013441	ENST00000434813
CLK2	ENSG00000176444	ENST00000368361
CLK3	ENSG00000179335	ENST00000395066
CLK4	ENSG00000113240	ENST00000316308
CLLU1	ENSG00000257127	ENST00000378485
CLLU1OS	ENSG00000205057	ENST00000378487
CLMN	ENSG00000165959	ENST00000298912
CLMP	ENSG00000166250	ENST00000448775
CLN3	ENSG00000188603	ENST00000569430
CLN5	ENSG00000102805	ENST00000377453
CLN6	ENSG00000128973	ENST00000249806
CLN8	ENSG00000182372	ENST00000331222
CLNK	ENSG00000109684	ENST00000226951
CLNS1A	ENSG00000074201	ENST00000525428
CLOCK	ENSG00000134852	ENST00000309964
CLP1	ENSG00000172409	ENST00000533682
CLPB	ENSG00000162129	ENST00000294053
CLPP	ENSG00000125656	ENST00000245816
CLPS	ENSG00000137392	ENST00000259938
CLPSL1	ENSG00000204140	ENST00000373861
CLPSL2	ENSG00000196748	ENST00000360454
CLPTM1	ENSG00000104853	ENST00000337392
CLPTM1L	ENSG00000049656	ENST00000320895
CLPX	ENSG00000166855	ENST00000300107
CLRN1	ENSG00000163646	ENST00000328863
CLRN2	ENSG00000249581	ENST00000511148
CLRN3	ENSG00000180745	ENST00000368671
CLSPN	ENSG00000092853	ENST00000318121
CLSTN1	ENSG00000171603	ENST00000377298
CLSTN2	ENSG00000158258	ENST00000458420
CLSTN3	ENSG00000139182	ENST00000266546
CLTA	ENSG00000122705	ENST00000242285
CLTB	ENSG00000175416	ENST00000310418
CLTCL1	ENSG00000070371	ENST00000427926
CLU	ENSG00000120885	ENST00000316403
CLUAP1	ENSG00000103351	ENST00000576634
CLUH	ENSG00000132361	ENST00000570628
CLUL1	ENSG00000079101	ENST00000540035
CLVS1	ENSG00000177182	ENST00000519846
CLVS2	ENSG00000146352	ENST00000275162
CLYBL	ENSG00000125246	ENST00000376355
CMA1	ENSG00000092009	ENST00000250378
CMAS	ENSG00000111726	ENST00000229329
CMBL	ENSG00000164237	ENST00000296658
CMC1	ENSG00000187118	ENST00000466830
CMC2	ENSG00000103121	ENST00000219400
CMC4	ENSG00000182712	ENST00000369484
CMIP	ENSG00000153815	ENST00000537098
CMKLR1	ENSG00000174600	ENST00000312143
CMPK1	ENSG00000162368	ENST00000371873
CMPK2	ENSG00000134326	ENST00000256722
CMSS1	ENSG00000184220	ENST00000421999
CMTM1	ENSG00000089505	ENST00000379500
CMTM2	ENSG00000140932	ENST00000268595
CMTM3	ENSG00000140931	ENST00000424011
CMTM4	ENSG00000183723	ENST00000330687
CMTM5	ENSG00000166091	ENST00000339180
CMTM6	ENSG00000091317	ENST00000205636
CMTM7	ENSG00000153551	ENST00000334983
CMTM8	ENSG00000170293	ENST00000307526
CMTR1	ENSG00000137200	ENST00000373451
CMTR2	ENSG00000180917	ENST00000338099
CMYA5	ENSG00000164309	ENST00000446378
CNBD1	ENSG00000176571	ENST00000518476
CNBD2	ENSG00000149646	ENST00000349339
CNBP	ENSG00000169714	ENST00000441626
CNDP1	ENSG00000150656	ENST00000358821
CNDP2	ENSG00000133313	ENST00000324262
CNEP1R1	ENSG00000205423	ENST00000458059
CNFN	ENSG00000105427	ENST00000222032
CNGA1	ENSG00000198515	ENST00000402813
CNGA2	ENSG00000183862	ENST00000329903
CNGA3	ENSG00000144191	ENST00000393504
CNGA4	ENSG00000132259	ENST00000379936
CNGB1	ENSG00000070729	ENST00000251102
CNGB3	ENSG00000170289	ENST00000320005
CNIH1	ENSG00000100528	ENST00000216416
CNIH2	ENSG00000174871	ENST00000311445
CNIH3	ENSG00000143786	ENST00000272133
CNIH4	ENSG00000143771	ENST00000465271
CNKSR1	ENSG00000142675	ENST00000374253
CNKSR2	ENSG00000149970	ENST00000379510
CNKSR3	ENSG00000153721	ENST00000607772
CNN1	ENSG00000130176	ENST00000252456
CNN2	ENSG00000064666	ENST00000562958
CNN3	ENSG00000117519	ENST00000370206
CNNM1	ENSG00000119946	ENST00000356713
CNNM2	ENSG00000148842	ENST00000369878
CNNM3	ENSG00000168763	ENST00000305510
CNNM4	ENSG00000158158	ENST00000377075
CNOT1	ENSG00000125107	ENST00000317147
CNOT10	ENSG00000182973	ENST00000454516
CNOT11	ENSG00000158435	ENST00000289382
CNOT2	ENSG00000111596	ENST00000229195
CNOT3	ENSG00000088038	ENST00000358389
CNOT4	ENSG00000080802	ENST00000541284
CNOT6	ENSG00000113300	ENST00000393356
CNOT6L	ENSG00000138767	ENST00000504123
CNOT7	ENSG00000198791	ENST00000361272
CNOT8	ENSG00000155508	ENST00000517876
CNP	ENSG00000173786	ENST00000393892
CNPPD1	ENSG00000115649	ENST00000409789
CNPY1	ENSG00000146910	ENST00000321736
CNPY2	ENSG00000257727	ENST00000273308
CNPY3	ENSG00000137161	ENST00000372836
CNPY4	ENSG00000166997	ENST00000262932
CNR1	ENSG00000118432	ENST00000369501
CNR2	ENSG00000188822	ENST00000374472
CNRIP1	ENSG00000119865	ENST00000263655
CNST	ENSG00000162852	ENST00000366513
CNTD1	ENSG00000176563	ENST00000588408
CNTD2	ENSG00000105219	ENST00000430325
CNTF	ENSG00000242689	ENST00000361987
CNTFR	ENSG00000122756	ENST00000378980
CNTLN	ENSG00000044459	ENST00000380647
CNTN1	ENSG00000018236	ENST00000551295
CNTN2	ENSG00000184144	ENST00000331830
CNTN3	ENSG00000113805	ENST00000263665
CNTN4	ENSG00000144619	ENST00000397461
CNTN5	ENSG00000149972	ENST00000524871
CNTN6	ENSG00000134115	ENST00000446702
CNTNAP1	ENSG00000108797	ENST00000264638
CNTNAP2	ENSG00000174469	ENST00000361727
CNTNAP3	ENSG00000106714	ENST00000297668
CNTNAP3B	ENSG00000154529	ENST00000377561
CNTNAP5	ENSG00000155052	ENST00000431078
CNTRL	ENSG00000119397	ENST00000373855
CNTROB	ENSG00000170037	ENST00000380262
COA1	ENSG00000106603	ENST00000395879
COA3	ENSG00000183978	ENST00000328434
COA4	ENSG00000181924	ENST00000355693
COA5	ENSG00000183513	ENST00000328709
COA6	ENSG00000168275	ENST00000366615
COA7	ENSG00000162377	ENST00000371538
COASY	ENSG00000068120	ENST00000590958
COBL	ENSG00000106078	ENST00000395542
COBLL1	ENSG00000082438	ENST00000342193
COCH	ENSG00000100473	ENST00000396618
COG1	ENSG00000166685	ENST00000299886
COG2	ENSG00000135775	ENST00000366669
COG3	ENSG00000136152	ENST00000349995
COG4	ENSG00000103051	ENST00000323786
COG5	ENSG00000164597	ENST00000297135
COG6	ENSG00000133103	ENST00000455146
COG7	ENSG00000168434	ENST00000307149
COG8	ENSG00000213380	ENST00000306875
COIL	ENSG00000121058	ENST00000240316
COL10A1	ENSG00000123500	ENST00000327673
COL11A1	ENSG00000060718	ENST00000370096
COL11A2	ENSG00000204248	ENST00000374708
COL12A1	ENSG00000111799	ENST00000322507
COL13A1	ENSG00000197467	ENST00000398978
COL14A1	ENSG00000187955	ENST00000297848
COL15A1	ENSG00000204291	ENST00000375001
COL16A1	ENSG00000084636	ENST00000373672
COL17A1	ENSG00000065618	ENST00000353479
COL18A1	ENSG00000182871	ENST00000359759
COL1A1	ENSG00000108821	ENST00000225964
COL1A2	ENSG00000164692	ENST00000297268
COL20A1	ENSG00000101203	ENST00000358894
COL21A1	ENSG00000124749	ENST00000244728
COL22A1	ENSG00000169436	ENST00000303045
COL23A1	ENSG00000050767	ENST00000390654
COL24A1	ENSG00000171502	ENST00000370571
COL25A1	ENSG00000188517	ENST00000399132
COL26A1	ENSG00000160963	ENST00000313669
COL27A1	ENSG00000196739	ENST00000356083
COL28A1	ENSG00000215018	ENST00000399429
COL2A1	ENSG00000139219	ENST00000380518
COL3A1	ENSG00000168542	ENST00000304636
COL4A1	ENSG00000187498	ENST00000375820
COL4A2	ENSG00000134871	ENST00000360467
COL4A3	ENSG00000169031	ENST00000396578
COL4A3BP	ENSG00000113163	ENST00000380494
COL4A4	ENSG00000081052	ENST00000396625
COL4A5	ENSG00000188153	ENST00000328300
COL4A6	ENSG00000197565	ENST00000394872
COL5A1	ENSG00000130635	ENST00000371817
COL5A2	ENSG00000204262	ENST00000374866
COL5A3	ENSG00000080573	ENST00000264828
COL6A1	ENSG00000142156	ENST00000361866
COL6A2	ENSG00000142173	ENST00000300527
COL6A3	ENSG00000163359	ENST00000295550
COL6A5	ENSG00000172752	ENST00000265379
COL6A6	ENSG00000206384	ENST00000358511
COL7A1	ENSG00000114270	ENST00000328333
COL8A1	ENSG00000144810	ENST00000261037
COL8A2	ENSG00000171812	ENST00000397799
COL9A1	ENSG00000112280	ENST00000357250
COL9A2	ENSG00000049089	ENST00000372748
COL9A3	ENSG00000092758	ENST00000343916
COLEC10	ENSG00000184374	ENST00000332843
COLEC11	ENSG00000118004	ENST00000418971
COLEC12	ENSG00000158270	ENST00000400256
COLGALT1	ENSG00000130309	ENST00000252599
COLGALT2	ENSG00000198756	ENST00000361927
COLQ	ENSG00000206561	ENST00000383788
COMMD1	ENSG00000173163	ENST00000311832
COMMD10	ENSG00000145781	ENST00000274458
COMMD2	ENSG00000114744	ENST00000473414
COMMD3	ENSG00000148444	ENST00000376836
COMMD3-BMI1	ENSG00000269897	ENST00000602390
COMMD4	ENSG00000140365	ENST00000267935
COMMD5	ENSG00000170619	ENST00000450361
COMMD6	ENSG00000188243	ENST00000355801
COMMD7	ENSG00000149600	ENST00000278980
COMMD8	ENSG00000169019	ENST00000381571
COMMD9	ENSG00000110442	ENST00000263401
COMP	ENSG00000105664	ENST00000222271
COMT	ENSG00000093010	ENST00000361682
COMTD1	ENSG00000165644	ENST00000372538
COPA	ENSG00000122218	ENST00000368069
COPB1	ENSG00000129083	ENST00000249923
COPB2	ENSG00000184432	ENST00000333188
COPE	ENSG00000105669	ENST00000262812
COPG1	ENSG00000181789	ENST00000314797
COPG2	ENSG00000158623	ENST00000425248
COPRS	ENSG00000172301	ENST00000302362
COPS2	ENSG00000166200	ENST00000299259
COPS3	ENSG00000141030	ENST00000268717
COPS4	ENSG00000138663	ENST00000264389
COPS5	ENSG00000121022	ENST00000357849
COPS6	ENSG00000168090	ENST00000303904
COPS7A	ENSG00000111652	ENST00000543155
COPS7B	ENSG00000144524	ENST00000410017
COPS8	ENSG00000198612	ENST00000354371
COPZ1	ENSG00000111481	ENST00000549043
COQ10A	ENSG00000135469	ENST00000308197
COQ10B	ENSG00000115520	ENST00000263960
COQ2	ENSG00000173085	ENST00000311469
COQ3	ENSG00000132423	ENST00000254759
COQ4	ENSG00000167113	ENST00000300452
COQ5	ENSG00000110871	ENST00000288532
COQ6	ENSG00000119723	ENST00000334571
COQ7	ENSG00000167186	ENST00000321998
COQ9	ENSG00000088682	ENST00000262507
CORIN	ENSG00000145244	ENST00000273857
CORO1A	ENSG00000102879	ENST00000219150
CORO1B	ENSG00000172725	ENST00000393893
CORO1C	ENSG00000110880	ENST00000420959
CORO2A	ENSG00000106789	ENST00000343933
CORO2B	ENSG00000103647	ENST00000566799
CORO6	ENSG00000167549	ENST00000345068
CORO7	ENSG00000262246	ENST00000251166
CORO7-PAM16	ENSG00000103426	ENST00000572467
CORT	ENSG00000241563	ENST00000377049
COTL1	ENSG00000103187	ENST00000262428
COX10	ENSG00000006695	ENST00000261643
COX11	ENSG00000166260	ENST00000299335
COX14	ENSG00000178449	ENST00000550487
COX15	ENSG00000014919	ENST00000016171
COX16	ENSG00000133983	ENST00000389912
COX17	ENSG00000138495	ENST00000261070
COX18	ENSG00000163626	ENST00000507544
COX19	ENSG00000240230	ENST00000344111
COX20	ENSG00000203667	ENST00000411948
COX4I1	ENSG00000131143	ENST00000562336
COX4I2	ENSG00000131055	ENST00000376075
COX5A	ENSG00000178741	ENST00000322347
COX5B	ENSG00000135940	ENST00000258424
COX6A1	ENSG00000111775	ENST00000229379
COX6A2	ENSG00000156885	ENST00000287490
COX6B1	ENSG00000126267	ENST00000246554
COX6B2	ENSG00000160471	ENST00000593184
COX6C	ENSG00000164919	ENST00000520468
COX7A1	ENSG00000161281	ENST00000292907
COX7A2	ENSG00000112695	ENST00000370081
COX7A2L	ENSG00000115944	ENST00000378669
COX7B	ENSG00000131174	ENST00000481445
COX7B2	ENSG00000170516	ENST00000396533
COX7C	ENSG00000127184	ENST00000509578
COX8A	ENSG00000176340	ENST00000314133
COX8C	ENSG00000187581	ENST00000342144
CP	ENSG00000047457	ENST00000264613
CPA1	ENSG00000091704	ENST00000011292
CPA2	ENSG00000158516	ENST00000222481
CPA3	ENSG00000163751	ENST00000296046
CPA4	ENSG00000128510	ENST00000222482
CPA5	ENSG00000158525	ENST00000485477
CPA6	ENSG00000165078	ENST00000297770
CPAMD8	ENSG00000160111	ENST00000443236
CPB1	ENSG00000153002	ENST00000491148
CPB2	ENSG00000080618	ENST00000181383
CPD	ENSG00000108582	ENST00000225719
CPE	ENSG00000109472	ENST00000402744
CPEB2	ENSG00000137449	ENST00000538197
CPEB4	ENSG00000113742	ENST00000265085
CPED1	ENSG00000106034	ENST00000310396
CPLX1	ENSG00000168993	ENST00000304062
CPLX2	ENSG00000145920	ENST00000359546
CPLX3	ENSG00000213578	ENST00000395018
CPLX4	ENSG00000166569	ENST00000299721
CPM	ENSG00000135678	ENST00000551568
CPN1	ENSG00000120054	ENST00000370418
CPN2	ENSG00000178772	ENST00000323830
CPNE1	ENSG00000214078	ENST00000317677
CPNE2	ENSG00000140848	ENST00000290776
CPNE3	ENSG00000085719	ENST00000517490
CPNE5	ENSG00000124772	ENST00000244751
CPNE6	ENSG00000100884	ENST00000537691
CPNE7	ENSG00000178773	ENST00000268720
CPNE8	ENSG00000139117	ENST00000331366
CPNE9	ENSG00000144550	ENST00000383832
CPO	ENSG00000144410	ENST00000272852
CPOX	ENSG00000080819	ENST00000264193
CPPED1	ENSG00000103381	ENST00000381774
CPQ	ENSG00000104324	ENST00000220763
CPS1	ENSG00000021826	ENST00000430249
CPSF2	ENSG00000165934	ENST00000298875
CPSF3	ENSG00000119203	ENST00000238112
CPSF3L	ENSG00000127054	ENST00000540437
CPSF4	ENSG00000160917	ENST00000292476
CPSF4L	ENSG00000187959	ENST00000344935
CPSF6	ENSG00000111605	ENST00000266679
CPSF7	ENSG00000149532	ENST00000340437
CPT1A	ENSG00000110090	ENST00000265641
CPT1B	ENSG00000205560	ENST00000395650
CPT1C	ENSG00000169169	ENST00000392518
CPT2	ENSG00000157184	ENST00000371486
CPVL	ENSG00000106066	ENST00000409850
CPXCR1	ENSG00000147183	ENST00000276127
CPXM1	ENSG00000088882	ENST00000380605
CPXM2	ENSG00000121898	ENST00000241305
CPZ	ENSG00000109625	ENST00000360986
CR1	ENSG00000203710	ENST00000367049
CR1L	ENSG00000197721	ENST00000508064
CR2	ENSG00000117322	ENST00000367057
CRABP1	ENSG00000166426	ENST00000299529
